age,status,orientation,body_type,diet,drinks,drugs,height,income,last_online,location,smokes,speaks,education,dropped out,job,religion,relig_imprt,sign,sign_imprt,asian,white,black,hispanic / latin,pacific islander,native american,middle eastern,indian,other,havekids,wantkids,likes_dog,likes_cat,has_dog,has_cat,status-single,status-available,status-seeing someone,status-married,orientation-straight,orientation-bisexual,orientation-gay,diet-anything,diet-other,diet-halal,diet-vegetarian,diet-vegan,diet-kosher,job-non-technical,job-artistic / musical / writer,job-other,job-technology,job-business and management,job-education,job-medicine / health,job-entertainment / media,job-law and government,religion-agnosticism,religion-christianity,religion-catholicism,religion-buddhism,religion-other,religion-atheism,religion-judaism,religion-hinduism,religion-islam,sign-gemini,sign-cancer,sign-sagittarius,sign-taurus,sign-pisces,sign-aquarius,sign-libra,sign-aries,sign-capricorn,sign-virgo,sign-leo,sign-scorpio,sex-m
25,single,straight,6,anything,2,0,67.0,-1,2012-06-30,"bayshore, california",3,4,2,0,other,buddhism,1.0,cancer,1.0,1,0,0,0,0,0,0,0,0,0,1.0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44,single,straight,11,anything,2,0,62.0,-1,2012-06-24,"menlo park, california",0,2,4,0,education,catholicism,1.0,gemini,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,available,straight,8,anything,1,2,66.0,30000,2012-06-29,"san francisco, california",4,2,2,0,other,other,1.0,libra,1.0,1,1,0,0,0,0,0,0,0,0,-1.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,single,straight,8,vegetarian,2,0,62.0,-1,2012-06-28,"oakland, california",0,2,2,0,other,other,1.0,aries,1.0,0,0,0,0,0,0,0,0,1,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,seeing someone,straight,4,vegetarian,2,0,68.0,-1,2012-06-29,"san francisco, california",0,2,2,0,artistic / musical / writer,christianity,1.0,scorpio,1.0,0,1,0,0,0,0,0,0,0,-1,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22,single,straight,8,anything,2,1,62.0,-1,2012-06-26,"san francisco, california",0,1,2,0,education,catholicism,2.0,scorpio,1.0,0,0,1,0,0,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,single,straight,5,anything,1,0,75.0,30000,2012-06-30,"san francisco, california",0,1,4,0,other,judaism,1.0,gemini,2.0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,single,bisexual,6,vegan,2,0,66.0,-1,2012-06-20,"san francisco, california",0,2,4,0,education,other,1.0,libra,1.0,0,1,0,0,0,0,0,0,0,0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,single,straight,9,anything,2,0,64.0,-1,2012-06-30,"san francisco, california",0,4,2,0,education,christianity,2.0,virgo,0.0,0,1,0,0,0,0,0,0,0,1,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,single,straight,4,anything,2,1,71.0,-1,2012-06-28,"oakland, california",0,2,2,0,artistic / musical / writer,other,1.0,scorpio,1.0,0,1,0,0,0,0,0,0,0,-1,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
27,single,straight,5,anything,3,1,75.0,-1,2012-06-29,"san francisco, california",0,2,2,0,business and management,atheism,0.0,virgo,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,single,straight,4,anything,2,0,66.0,100000,2012-06-25,"san francisco, california",0,2,1,0,business and management,atheism,1.0,capricorn,0.0,0,1,0,1,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,single,straight,5,anything,2,0,70.0,-1,2012-06-23,"san francisco, california",0,3,2,0,technology,catholicism,1.0,aquarius,1.0,0,1,0,0,0,0,0,0,0,-1,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
32,single,straight,8,anything,2,0,67.0,-1,2012-06-30,"san francisco, california",0,1,4,0,medicine / health,agnosticism,1.0,taurus,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,single,straight,6,anything,3,0,69.0,-1,2012-06-29,"walnut creek, california",0,1,2,0,technology,atheism,0.0,sagittarius,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43,single,straight,5,anything,2,0,72.0,-1,2012-06-30,"walnut creek, california",0,2,2,0,business and management,catholicism,2.0,leo,1.0,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
23,single,straight,5,anything,2,1,71.0,30000,2012-06-26,"berkeley, california",0,3,5,0,education,atheism,0.0,taurus,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,single,straight,5,anything,2,0,73.0,-1,2012-06-30,"san francisco, california",2,1,4,0,technology,agnosticism,1.0,aries,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
45,single,straight,6,anything,2,0,72.0,-1,2012-03-24,"vallejo, california",0,3,2,0,non-technical,christianity,1.0,pisces,0.0,0,1,0,0,0,0,0,0,0,1,0.0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
45,single,straight,6,anything,2,0,60.0,-1,2012-04-24,"vallejo, california",0,2,4,0,non-technical,christianity,2.0,pisces,0.0,0,1,0,0,0,0,0,0,0,1,0.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26,single,straight,6,anything,2,0,69.0,-1,2012-06-26,"san francisco, california",0,1,2,0,entertainment / media,atheism,0.0,libra,1.0,1,0,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
48,single,gay,4,anything,1,0,72.0,-1,2012-06-30,"berkeley, california",0,1,4,0,technology,other,1.0,cancer,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
54,single,straight,6,anything,2,0,74.0,-1,2012-06-30,"san francisco, california",0,1,2,0,artistic / musical / writer,other,1.0,virgo,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20,single,straight,8,anything,2,1,65.0,20000,2012-06-30,"berkeley, california",0,3,2,0,education,other,0.0,sagittarius,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,single,straight,6,anything,2,0,61.0,-1,2012-06-29,"san francisco, california",0,3,2,0,business and management,judaism,2.0,pisces,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,single,straight,6,other,2,0,67.0,-1,2012-06-30,"sausalito, california",0,2,3,0,non-technical,atheism,1.0,cancer,0.0,0,1,0,0,0,0,0,0,0,1,-1.0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,single,straight,4,anything,1,0,70.0,-1,2012-04-22,"richmond, california",0,1,1,0,education,buddhism,1.0,sagittarius,1.0,1,0,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25,single,straight,5,anything,2,0,68.0,-1,2012-06-29,"san francisco, california",0,3,2,0,technology,christianity,1.0,gemini,0.0,0,0,0,0,0,0,1,0,1,-1,0.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,single,straight,4,anything,2,0,67.0,-1,2012-01-01,"lafayette, california",0,1,2,0,business and management,christianity,2.0,libra,1.0,0,1,0,0,0,0,0,0,0,1,-1.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,single,straight,5,anything,2,0,70.0,-1,2012-06-30,"berkeley, california",0,4,4,0,other,atheism,0.0,cancer,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30,single,straight,5,anything,2,0,68.0,-1,2012-05-09,"san francisco, california",0,3,2,0,technology,christianity,1.0,pisces,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29,single,straight,6,anything,3,1,70.0,-1,2012-05-16,"san francisco, california",0,1,2,0,business and management,atheism,1.0,cancer,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19,single,straight,0,anything,2,1,65.0,-1,2012-05-24,"berkeley, california",0,1,1,0,education,buddhism,1.0,virgo,0.0,1,0,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,single,straight,4,anything,2,0,76.0,250000,2012-06-30,"palo alto, california",0,1,3,0,law and government,other,0.0,leo,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
37,single,straight,6,anything,2,0,68.0,-1,2012-06-22,"palo alto, california",0,2,1,0,technology,christianity,1.0,aquarius,1.0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,single,straight,8,other,1,0,67.0,-1,2012-06-30,"san rafael, california",3,2,2,0,business and management,christianity,1.0,capricorn,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,single,straight,4,anything,2,0,64.0,-1,2012-06-29,"san francisco, california",0,2,4,0,business and management,agnosticism,1.0,aquarius,1.0,1,0,0,0,0,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,single,straight,6,anything,0,0,72.0,-1,2012-06-30,"san francisco, california",0,4,2,0,other,other,0.0,virgo,1.0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,single,straight,6,anything,1,1,68.0,-1,2012-06-21,"san francisco, california",2,2,2,0,technology,agnosticism,1.0,taurus,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35,single,straight,6,anything,4,2,72.0,-1,2012-06-30,"san francisco, california",4,3,5,1,medicine / health,atheism,1.0,leo,1.0,1,1,1,1,1,1,1,1,1,-1,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36,single,straight,6,anything,0,0,67.0,40000,2012-06-24,"san francisco, california",0,2,2,0,other,catholicism,1.0,aquarius,1.0,0,0,0,1,0,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25,single,bisexual,9,vegan,2,0,70.0,-1,2012-06-30,"walnut creek, california",0,3,1,0,non-technical,agnosticism,1.0,scorpio,1.0,1,1,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,single,straight,4,anything,2,0,66.0,50000,2011-10-27,"san francisco, california",0,1,1,0,artistic / musical / writer,judaism,0.0,pisces,0.0,0,1,0,0,0,0,0,0,0,-1,0.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20,single,straight,6,anything,2,0,70.0,-1,2012-06-30,"south san francisco, california",0,2,1,0,law and government,catholicism,1.0,taurus,0.0,0,0,0,1,0,0,0,0,0,0,-1.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,single,straight,5,anything,2,0,70.0,100000,2012-06-30,"san francisco, california",0,2,4,0,technology,catholicism,0.0,gemini,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,single,bisexual,8,anything,2,0,63.0,-1,2012-06-29,"san francisco, california",0,3,2,0,artistic / musical / writer,buddhism,1.0,taurus,1.0,0,0,0,1,1,0,0,0,0,-1,0.0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,single,straight,11,anything,2,0,68.0,-1,2012-04-11,"san francisco, california",0,2,4,0,business and management,agnosticism,1.0,aries,0.0,0,1,0,0,0,0,0,0,0,-1,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,single,straight,6,anything,0,0,62.0,20000,2012-06-30,"el granada, california",0,1,2,0,artistic / musical / writer,other,3.0,cancer,0.0,0,1,0,0,0,0,0,0,0,-1,1.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,single,straight,6,anything,2,1,67.0,40000,2012-06-19,"san francisco, california",2,5,2,0,artistic / musical / writer,other,0.0,scorpio,1.0,1,0,0,0,0,0,0,0,0,-1,0.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30,single,straight,5,anything,2,0,72.0,-1,2012-06-28,"san francisco, california",0,4,3,0,law and government,atheism,2.0,aquarius,0.0,0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35,single,straight,5,vegetarian,2,0,74.0,-1,2012-06-30,"san francisco, california",0,2,4,0,technology,agnosticism,1.0,gemini,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34,single,straight,5,anything,0,0,59.0,-1,2012-06-09,"martinez, california",0,1,1,0,non-technical,christianity,3.0,virgo,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,single,straight,9,anything,1,0,76.0,-1,2012-06-26,"san francisco, california",3,3,2,0,non-technical,catholicism,1.0,aquarius,0.0,0,0,0,0,1,0,0,0,0,1,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25,single,straight,6,anything,0,0,66.0,-1,2012-06-30,"fremont, california",0,3,2,0,technology,christianity,3.0,sagittarius,0.0,1,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,single,straight,4,other,1,1,67.0,40000,2012-06-19,"san carlos, california",2,2,2,0,other,agnosticism,1.0,cancer,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41,single,straight,6,anything,2,0,71.0,80000,2012-06-30,"martinez, california",0,4,3,0,law and government,agnosticism,1.0,pisces,0.0,0,1,0,0,0,0,0,0,0,1,-1.0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
63,single,bisexual,8,anything,2,1,64.0,-1,2012-04-12,"san francisco, california",2,1,2,1,artistic / musical / writer,other,2.0,leo,1.0,0,1,0,0,0,0,0,0,0,1,-1.0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,single,straight,1,anything,4,1,71.0,50000,2012-06-05,"san francisco, california",3,2,1,0,non-technical,atheism,3.0,gemini,2.0,0,1,0,0,0,0,0,0,0,0,1.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28,seeing someone,bisexual,3,anything,2,0,69.0,-1,2012-06-24,"alameda, california",0,4,2,0,education,other,2.0,cancer,1.0,0,1,0,0,0,0,0,0,0,1,-1.0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,single,straight,6,anything,2,0,64.0,-1,2012-06-25,"san francisco, california",0,1,3,0,medicine / health,other,1.0,virgo,0.0,0,1,0,0,0,0,0,0,0,1,-1.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,single,straight,11,anything,2,0,67.0,80000,2012-04-11,"san francisco, california",0,1,2,0,law and government,judaism,1.0,taurus,1.0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,single,straight,8,anything,2,0,64.0,-1,2012-06-11,"san francisco, california",0,1,3,0,law and government,agnosticism,1.0,taurus,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,single,straight,4,anything,2,1,68.0,70000,2012-06-30,"atherton, california",2,2,2,0,technology,agnosticism,2.0,pisces,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
27,single,straight,9,anything,3,1,73.0,-1,2012-05-20,"berkeley, california",3,2,1,1,education,other,0.0,virgo,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,single,straight,5,vegetarian,2,0,67.0,-1,2012-06-30,"san francisco, california",0,3,4,0,technology,buddhism,1.0,aries,1.0,1,0,0,0,0,0,0,0,0,-1,-1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30,single,straight,5,anything,2,0,74.0,60000,2012-04-09,"san francisco, california",0,1,2,0,business and management,christianity,1.0,pisces,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26,single,straight,8,anything,2,0,62.0,-1,2012-06-11,"berkeley, california",0,2,2,0,education,christianity,1.0,leo,0.0,0,0,0,0,0,0,1,0,0,0,-1.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,single,straight,4,anything,2,0,66.0,50000,2012-06-30,"san bruno, california",0,2,2,0,non-technical,other,2.0,taurus,0.0,0,1,0,0,0,1,0,0,0,1,-1.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,single,straight,8,anything,2,0,62.0,-1,2012-06-29,"oakland, california",0,2,2,0,technology,catholicism,1.0,scorpio,1.0,0,0,0,1,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,single,straight,6,anything,3,2,65.0,-1,2012-03-08,"san francisco, california",4,2,1,0,other,catholicism,1.0,libra,1.0,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40,single,straight,5,anything,0,0,68.0,-1,2012-06-22,"san francisco, california",1,3,1,0,education,agnosticism,1.0,sagittarius,1.0,0,1,0,0,0,0,0,0,0,1,0.0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,single,straight,8,anything,2,0,67.0,-1,2012-06-30,"san francisco, california",3,2,2,0,other,agnosticism,0.0,gemini,1.0,0,0,1,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
